# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = W3_MemoryBernoulli_model
# start_datetime = 2024-02-26 12:05:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:/Users/KERESZ~1/AppData/Local/Temp/RtmpET6GqC/standata-44ac265bcf4.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = C:/Users/Kereszt Alina/Documents/GitHub/st8_ACM_assign2/simmodels/W3_MemoryBernoulli-202402261305-1-21ec3d.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/Kereszt Alina/Documents/GitHub/st8_ACM_assign2/simmodels/W3_MemoryBernoulli-profile-202402261305-1-18cddb.csv
#   save_cmdstan_config = 0 (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = --O1 --name=W3_MemoryBernoulli_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,bias,beta
# Adaptation terminated
# Step size = 0.268705
# Diagonal elements of inverse mass matrix:
# 0.0504955, 0.0344792
-79.0833,0.996288,0.268705,3,15,0,79.4079,0.499699,0.0255853
-79.0968,0.999876,0.268705,1,1,0,79.1022,0.502172,0.0243103
-79.0454,0.999955,0.268705,2,3,0,79.1198,0.50094,0.0353524
-79.0534,0.997526,0.268705,3,7,0,79.2799,0.523692,0.0687256
-78.893,0.999605,0.268705,5,31,0,79.2077,0.500811,0.110218
-78.6924,1,0.268705,2,3,0,78.9235,0.447074,0.086675
-79.4699,0.960135,0.268705,3,15,0,82.7213,-0.190607,0.501668
-81.5279,0.935734,0.268705,3,7,0,82.2051,-0.253489,0.334481
-80.14,1,0.268705,3,11,0,82.533,-0.102571,0.716654
-80.6198,0.97983,0.268705,2,3,0,80.83,-0.058792,0.745627
-79.8521,0.998707,0.268705,3,7,0,80.8219,-0.20265,0.436435
-79.9955,0.991689,0.268705,1,1,0,80.0162,-0.212123,0.430814
-79.9857,0.995406,0.268705,3,7,0,80.4109,-0.193178,0.400198
-78.7619,0.999759,0.268705,3,13,0,80.178,0.29112,0.398557
-78.0337,0.923751,0.268705,2,7,0,81.872,0.230881,0.269545
-78.0698,0.991462,0.268705,3,15,0,78.6975,0.213992,0.325641
-78.6994,0.975118,0.268705,3,7,0,78.8916,0.331208,0.354554
-79.3948,0.897972,0.268705,3,7,0,83.6548,0.098,0.137817
-78.9715,0.999848,0.268705,3,15,0,79.9226,0.14767,0.5185
-78.1036,0.993674,0.268705,3,7,0,79.6806,0.110904,0.359483
-78.0258,0.997859,0.268705,3,15,0,78.6022,0.201842,0.285582
-78.1358,0.994088,0.268705,3,7,0,78.2387,0.235375,0.333706
-78.4666,0.971658,0.268705,1,3,0,78.7618,0.281473,0.365164
-78.559,0.994306,0.268705,3,7,0,78.9825,0.352796,0.310236
-78.0571,1,0.268705,3,7,0,78.6647,0.215236,0.318134
-78.2557,0.989057,0.268705,3,15,0,78.5974,0.262919,0.168437
-78.56,0.987606,0.268705,2,3,0,78.5659,0.246521,0.125001
-78.9954,0.992508,0.268705,3,7,0,79.3867,0.330802,0.0391385
-78.7507,1,0.268705,3,7,0,79.2199,0.307618,0.0749528
-78.2245,0.96139,0.268705,3,7,0,80.5067,0.167473,0.39983
-79.1989,0.902984,0.268705,1,3,0,80.6805,0.24583,0.480059
-78.2859,1,0.268705,2,3,0,79.2271,0.13139,0.428561
-78.5955,0.98451,0.268705,3,7,0,79.1749,0.0276602,0.510398
-78.4092,0.996217,0.268705,4,15,0,79.4193,0.136803,0.449995
-79.6528,0.941184,0.268705,2,3,0,79.8222,0.280998,0.494415
-78.1773,0.936491,0.268705,3,7,0,82.6471,0.210844,0.363555
-78.2045,0.999336,0.268705,2,7,0,78.4749,0.0934924,0.413228
-80.1331,0.987633,0.268705,4,15,0,80.8043,-0.246683,0.692263
-79.9584,0.97735,0.268705,5,31,0,81.953,-0.180618,0.696795
-81.5738,0.980865,0.268705,3,7,0,81.5975,-0.428177,0.68312
-82.2827,0.998995,0.268705,4,15,0,82.8123,-0.261462,0.906903
-81.0178,0.985923,0.268705,2,7,0,83.1646,-0.373869,0.635032
-81.7264,0.995721,0.268705,4,15,0,81.8179,-0.435295,0.651237
-78.0867,0.981563,0.268705,3,15,0,83.4954,0.153843,0.362043
-78.2926,0.975814,0.268705,2,7,0,78.9353,0.22825,0.376936
-78.7671,0.981765,0.268705,3,15,0,79.456,0.11416,0.511428
-78.5676,0.992257,0.268705,3,11,0,79.3742,0.231444,0.419162
-78.4241,0.971377,0.268705,2,7,0,79.9824,0.0120224,0.360667
-78.2162,0.995843,0.268705,3,15,0,78.7644,0.208871,0.374244
-78.941,0.983632,0.268705,3,11,0,80.3384,0.507102,0.127958
-79.1816,0.959095,0.268705,4,15,0,81.538,-0.130833,0.428996
-79.1565,0.997446,0.268705,3,7,0,79.5039,0.055561,0.579409
-79.4025,0.987772,0.268705,3,11,0,82.6208,-0.087161,0.635542
-79.2799,1,0.268705,3,7,0,79.5041,-0.138378,0.600994
-79.1548,0.999826,0.268705,2,3,0,79.3244,-0.113223,0.589424
-79.9017,0.993995,0.268705,2,7,0,80.2538,-0.202966,0.680506
-80.6285,0.922316,0.268705,2,7,0,83.1285,0.214911,0.611114
-80.1831,0.960786,0.268705,2,7,0,83.3352,-0.0704805,0.227067
-79.7262,0.999432,0.268705,4,15,0,81.7291,-0.21924,0.502402
-79.5947,1,0.268705,3,7,0,80.0599,0.0159664,0.636683
-79.7888,0.991414,0.268705,1,1,0,79.7889,0.023297,0.651335
-78.0379,0.996727,0.268705,3,11,0,80.8608,0.204646,0.312823
-78.5243,0.907262,0.268705,2,5,0,80.8079,0.096599,0.234483
-78.8629,0.996436,0.268705,3,7,0,78.9627,0.173057,0.492593
-78.5882,0.997673,0.268705,2,7,0,79.0826,0.122195,0.48415
-78.8424,0.989911,0.268705,2,3,0,78.9134,0.170608,0.491689
-78.6783,0.999246,0.268705,3,15,0,79.5476,0.246955,0.109776
-80.2078,0.943915,0.268705,2,7,0,80.458,0.100292,0.0757123
-78.093,0.989649,0.268705,3,7,0,80.9433,0.183314,0.2534
-78.0768,0.975671,0.268705,2,7,0,78.9505,0.254279,0.290846
-78.2221,0.991942,0.268705,2,3,0,78.268,0.259875,0.336324
-78.0575,0.99963,0.268705,3,15,0,78.3567,0.257058,0.26861
-78.0583,0.999948,0.268705,2,3,0,78.0629,0.259045,0.26454
-78.3268,0.985399,0.268705,3,15,0,80.1981,0.129957,0.437559
-78.3584,0.999547,0.268705,3,15,0,78.5963,0.270608,0.145371
-78.6334,0.991234,0.268705,3,7,0,78.6927,0.408551,0.252993
-78.8587,0.999088,0.268705,3,15,0,79.4333,-0.080088,0.407262
-80.0328,0.914783,0.268705,2,7,0,81.6421,-0.130657,0.307907
-80.1405,0.992965,0.268705,1,1,0,80.2083,-0.133748,0.301429
-78.5537,0.978862,0.268705,2,7,0,81.569,0.0119354,0.501204
-78.5062,0.998322,0.268705,3,7,0,78.7765,0.0528124,0.491343
-78.2895,0.996618,0.268705,4,15,0,79.1056,0.135383,0.240697
-78.0754,0.991367,0.268705,2,5,0,78.6404,0.227584,0.317458
-78.6408,0.982637,0.268705,3,15,0,79.0898,0.234015,0.121049
-79.1294,0.979593,0.268705,3,15,0,81.7552,-0.07481,0.342878
-78.8269,0.988881,0.268705,2,7,0,80.6579,-0.0723268,0.534851
-78.368,0.999193,0.268705,3,7,0,78.9228,0.00877647,0.412128
-78.3654,0.999625,0.268705,3,7,0,78.4549,0.0916461,0.456714
-78.3381,0.987743,0.268705,2,7,0,78.9129,0.0279482,0.439077
-78.3429,0.998591,0.268705,3,7,0,78.4141,0.0745469,0.454092
-78.2559,0.994165,0.268705,4,19,0,78.6122,0.340234,0.165624
-78.4883,0.995313,0.268705,2,7,0,78.5908,0.420543,0.157267
-78.4337,0.98062,0.268705,3,9,0,79.5112,0.27398,0.366169
-78.4843,0.998774,0.268705,3,7,0,79.0051,-0.0155319,0.398486
-80.1785,0.923773,0.268705,3,11,0,81.706,0.50113,0.336101
-79.6442,0.998667,0.268705,3,15,0,82.1438,0.585219,0.146466
-78.1853,1,0.268705,3,15,0,79.9958,0.209853,0.208916
-78.487,0.982864,0.268705,2,7,0,78.6875,0.17632,0.176163
-78.1194,0.999662,0.268705,3,7,0,78.5527,0.255927,0.208438
-78.0919,0.99985,0.268705,4,31,0,78.155,0.16333,0.361921
-79.3019,0.980453,0.268705,4,15,0,79.8543,0.473901,-0.0176158
-78.6444,0.99759,0.268705,4,15,0,79.8074,0.452638,0.120735
-79.0186,0.998181,0.268705,3,7,0,79.1172,0.471641,0.0245048
-82.1373,0.857333,0.268705,3,15,0,85.1856,-0.0583296,0.0942054
-78.2717,1,0.268705,3,7,0,82.2546,0.0574556,0.336722
-78.5382,0.972234,0.268705,2,7,0,79.3304,0.188978,0.442749
-78.2413,0.971811,0.268705,3,7,0,79.8131,0.166579,0.404055
-78.4103,0.998878,0.268705,3,15,0,78.9047,0.314304,0.12342
-78.2775,0.996001,0.268705,1,3,0,78.5314,0.327273,0.15345
-78.2837,0.99417,0.268705,2,7,0,78.483,0.3442,0.254133
-78.0845,0.996775,0.268705,3,15,0,78.671,0.124018,0.353444
-78.5205,0.981931,0.268705,2,7,0,78.7698,0.180052,0.445449
-78.2126,0.999813,0.268705,3,15,0,78.729,0.207017,0.204204
-78.143,0.990755,0.268705,3,7,0,78.5314,0.305213,0.25238
-78.3224,0.985591,0.268705,2,7,0,78.6764,0.216597,0.176943
-78.525,0.984769,0.268705,3,7,0,79.2854,0.248955,0.400376
-79.3002,0.983447,0.268705,3,7,0,79.4975,0.168033,0.0950326
-78.1322,0.99957,0.268705,3,15,0,80.1147,0.102076,0.329729
-78.6999,0.982323,0.268705,3,7,0,78.8345,-0.0053245,0.318822
-81.0843,0.928452,0.268705,3,7,0,81.8867,0.490844,0.417142
-78.3936,0.972919,0.268705,3,7,0,83.3233,0.00232771,0.428458
-79.8352,0.9843,0.268705,3,7,0,79.9481,-0.105922,0.686928
-79.4599,0.975544,0.268705,3,7,0,81.085,0.0935416,0.592981
-79.0518,0.993026,0.268705,2,3,0,79.7481,0.065618,0.564357
-80.0505,0.991943,0.268705,3,9,0,82.5653,-0.174445,0.709515
-78.117,0.998815,0.268705,3,15,0,80.7361,0.203795,0.23135
-78.6745,0.997476,0.268705,4,15,0,78.8628,0.435635,0.0827414
-78.8416,0.975557,0.268705,3,15,0,80.4382,0.351537,0.353914
-78.6346,0.998977,0.268705,2,3,0,78.9993,0.364857,0.309647
-78.2061,0.999924,0.268705,3,7,0,78.6902,0.133292,0.261816
-78.5533,0.988265,0.268705,3,9,0,79.2457,-0.0368484,0.42905
-78.3911,1,0.268705,3,7,0,78.5799,0.0619766,0.466285
-78.2539,0.983894,0.268705,3,7,0,79.046,0.179764,0.399962
-78.9005,0.970267,0.268705,3,7,0,79.7942,-0.0951606,0.429614
-79.0642,0.999044,0.268705,3,15,0,79.941,0.525681,0.124145
-78.2754,0.999306,0.268705,4,15,0,79.6188,0.356185,0.170056
-81.0717,0.897662,0.268705,3,15,0,82.7398,-0.0970166,0.190635
-80.3542,0.993535,0.268705,2,3,0,81.6843,-0.120307,0.267012
-78.1833,0.996509,0.268705,3,15,0,81.8804,0.161946,0.242426
-79.1359,0.995366,0.268705,3,15,0,79.3868,-0.0339466,0.598654
-79.4809,0.978215,0.268705,3,7,0,79.8919,-0.176312,0.456701
-79.2319,0.99318,0.268705,4,23,0,80.5053,0.48795,0.24538
-79.2841,0.99697,0.268705,3,7,0,80.2837,0.520027,-0.00229477
-82.4767,0.876291,0.268705,4,19,0,83.8661,0.255865,0.689006
-82.3745,0.986946,0.268705,2,3,0,83.3091,0.253567,0.685352
-82.3071,0.992603,0.268705,3,7,0,83.4528,0.312873,0.639582
-79.1151,1,0.268705,3,7,0,82.5235,0.249286,0.469474
-78.5874,0.993012,0.268705,2,3,0,79.3877,0.225791,0.425814
-78.3047,0.999064,0.268705,2,7,0,78.9487,0.0301853,0.418845
-79.5952,0.976055,0.268705,3,7,0,79.8794,-0.204617,0.500606
-80.0036,0.987346,0.268705,4,15,0,80.2964,-0.211575,0.42861
-82.1744,0.90564,0.268705,2,3,0,82.2022,-0.310552,0.360502
-81.1533,0.995655,0.268705,2,3,0,82.5337,-0.285559,0.411145
-81.7584,0.9635,0.268705,1,1,0,81.7682,-0.309857,0.391967
-79.4908,1,0.268705,2,3,0,81.7207,-0.188981,0.487745
-79.4118,1,0.268705,1,1,0,79.4967,-0.179905,0.487803
-79.8201,0.98431,0.268705,2,3,0,79.8929,-0.211557,0.460073
-79.5899,0.930273,0.268705,3,15,0,83.7132,0.0274044,0.180785
-78.1624,0.99656,0.268705,3,15,0,80.3418,0.242507,0.198865
-78.0534,0.998189,0.268705,3,7,0,78.279,0.255813,0.261064
-78.244,0.998508,0.268705,3,15,0,78.3735,0.0513897,0.407283
-78.187,0.999884,0.268705,3,7,0,78.2637,0.109257,0.407427
-79.1395,0.963342,0.268705,3,7,0,79.4001,0.0209865,0.229525
-80.7568,0.952957,0.268705,3,7,0,81.8746,0.112076,0.680849
-81.1786,0.978931,0.268705,2,3,0,81.5629,0.155712,0.682239
-79.9329,1,0.268705,2,3,0,81.1869,0.123067,0.617192
-79.069,0.992528,0.268705,3,15,0,81.112,0.0901017,0.174102
-78.7361,0.986896,0.268705,2,7,0,79.93,0.360298,0.330486
-78.9658,0.994997,0.268705,2,3,0,78.9997,0.38808,0.332405
-78.2774,1,0.268705,3,7,0,79.0987,0.357564,0.223126
-78.0699,0.999862,0.268705,3,7,0,78.2955,0.22799,0.237489
-78.0974,0.999927,0.268705,3,7,0,78.1125,0.28764,0.246053
-78.3553,0.978906,0.268705,3,15,0,82.0929,0.0611693,0.457465
-78.0469,0.998809,0.268705,3,15,0,78.821,0.212081,0.257199
-78.2818,0.984618,0.268705,3,15,0,79.189,0.182606,0.404112
-78.771,0.960397,0.268705,2,7,0,79.9322,-0.0235343,0.330671
-78.3141,0.985811,0.268705,1,3,0,79.1444,0.0342717,0.363186
-78.6977,0.982502,0.268705,3,15,0,79.2308,0.382332,0.299892
-78.4873,1,0.268705,2,3,0,78.7109,0.364655,0.281937
-78.4184,0.993879,0.268705,2,7,0,79.4984,0.389808,0.133262
-78.2004,0.992944,0.268705,2,7,0,79.0253,0.292985,0.29672
-78.8654,0.966678,0.268705,2,3,0,78.9588,0.338901,0.369085
-79.0805,0.990256,0.268705,2,3,0,79.2636,0.377215,0.357622
-78.0771,0.990588,0.268705,2,7,0,79.7346,0.243681,0.22951
-78.5246,0.962054,0.268705,3,15,0,79.9097,0.231466,0.137511
-78.0336,0.999602,0.268705,3,15,0,78.9224,0.194721,0.31464
-78.6731,0.994868,0.268705,3,11,0,79.0193,0.43471,0.0825158
-78.4032,0.996885,0.268705,3,7,0,78.8196,0.394745,0.200894
-78.0611,0.997006,0.268705,3,15,0,78.991,0.247146,0.239102
-79.5411,0.943732,0.268705,3,7,0,80.7598,0.396872,-0.0334606
-78.883,0.968676,0.268705,1,3,0,80.4358,0.441607,0.0400945
-79.41,0.996689,0.268705,3,7,0,79.5277,0.5698,0.0192858
-78.466,0.99364,0.268705,3,7,0,79.72,0.414554,0.152079
-78.7959,0.992845,0.268705,3,7,0,79.0461,0.473655,0.0820662
-79.7008,0.99197,0.268705,2,5,0,79.8299,0.564867,-0.0491335
-81.5113,0.878997,0.268705,3,7,0,83.2508,0.602899,0.327191
-82.0483,0.978447,0.268705,2,3,0,82.8372,0.671872,0.282855
-81.6221,1,0.268705,1,1,0,82.0601,0.65382,0.273075
-79.3123,0.998578,0.268705,3,15,0,82.684,-0.0679006,0.308558
-78.6129,0.998617,0.268705,3,7,0,79.5602,-0.0383705,0.396803
-79.314,0.978456,0.268705,3,15,0,79.7037,0.0795741,0.585726
-78.5963,1,0.268705,4,15,0,79.3387,0.112915,0.209591
-79.8606,0.997099,0.268705,3,15,0,80.1078,0.631927,0.0692286
-79.1353,1,0.268705,4,15,0,79.8733,0.534016,0.0534842
-79.6412,0.990518,0.268705,2,3,0,79.674,0.608398,0.0310079
-82.5283,0.989708,0.268705,3,15,0,82.8808,0.816656,-0.259026
-83.418,0.973748,0.268705,4,23,0,84.0848,-0.324676,0.98819
-82.0805,0.999927,0.268705,4,15,0,83.7152,-0.470337,0.775978
-81.7445,1,0.268705,3,7,0,82.3778,-0.374713,0.845836
-81.1756,0.985878,0.268705,3,7,0,82.331,-0.391896,0.673296
-81.8298,0.973273,0.268705,2,3,0,82.0304,-0.441584,0.645084
-81.1993,0.996745,0.268705,2,3,0,81.9825,-0.394125,0.673438
-79.9281,0.972549,0.268705,3,15,0,83.6825,0.341482,0.468766
-78.1048,1,0.268705,2,3,0,79.8601,0.230049,0.327544
-78.3922,0.977136,0.268705,2,7,0,78.943,0.0951654,0.25833
-78.0645,0.993549,0.268705,3,7,0,78.6657,0.155351,0.349051
-78.4903,0.982372,0.268705,3,7,0,78.7314,-0.00125842,0.362642
-78.6306,0.998864,0.268705,3,7,0,78.9418,-0.0335337,0.504207
-78.6522,0.999391,0.268705,3,7,0,78.6878,-0.0542928,0.487495
-78.7412,0.997205,0.268705,2,3,0,78.7507,-0.0774628,0.47998
-78.562,0.999005,0.268705,3,7,0,78.8294,0.0618649,0.49989
-79.4282,0.925953,0.268705,1,3,0,80.5556,0.114408,0.580044
-78.6254,1,0.268705,3,7,0,79.4882,0.110136,0.494431
-78.9294,0.998688,0.268705,3,15,0,79.755,0.359498,0.0381244
-78.1252,0.92929,0.268705,3,7,0,81.6055,0.296377,0.256997
-78.2835,0.954431,0.268705,2,7,0,79.8939,0.24077,0.171766
-79.5644,0.982435,0.268705,4,15,0,79.7308,0.583927,0.129442
-79.7947,0.965903,0.268705,2,7,0,81.5892,0.5043,-0.0727262
-78.6052,0.998709,0.268705,3,15,0,80.3726,0.334501,0.0866687
-80.4916,0.965007,0.268705,2,7,0,81.2379,0.691364,0.0690468
-80.315,1,0.268705,2,3,0,80.495,0.675706,0.0698108
-79.2724,1,0.268705,2,3,0,80.3431,0.559909,0.072868
-78.9116,1,0.268705,2,3,0,79.291,0.477502,0.0499625
-79.394,0.981752,0.268705,4,15,0,79.8867,0.0542725,0.603803
-80.7012,0.948092,0.268705,3,11,0,82.3886,0.0351893,0.0950664
-80.0633,0.992326,0.268705,2,3,0,81.0783,0.0408919,0.132407
-83.3271,0.78959,0.268705,2,3,0,84.8953,-0.0357335,0.0194818
-78.5792,1,0.268705,3,7,0,83.8982,0.133107,0.47804
-78.3807,0.989211,0.268705,2,7,0,79.1981,0.0595252,0.463873
-79.3969,0.964763,0.268705,2,3,0,79.4058,0.112722,0.578064
-79.1997,0.998406,0.268705,3,15,0,80.0782,0.197151,0.0850178
-79.0191,1,0.268705,1,1,0,79.1929,0.208495,0.0947094
-80.225,0.944038,0.268705,2,3,0,80.3323,0.114292,0.0643334
-80.4893,0.993225,0.268705,3,7,0,80.7615,0.343638,0.508179
-78.2145,0.998345,0.268705,3,15,0,81.5685,0.294777,0.171472
-78.0595,0.974607,0.268705,3,11,0,79.1496,0.1462,0.342723
-78.3775,0.98884,0.268705,3,15,0,79.0589,0.235724,0.157366
-78.3601,0.99094,0.268705,2,7,0,78.9322,0.288923,0.339586
-78.3746,0.999757,0.268705,3,7,0,78.4254,0.176511,0.193243
-78.6913,0.95693,0.268705,3,11,0,80.7383,-0.0677495,0.469547
-78.7082,1,0.268705,3,7,0,78.793,-0.0590091,0.507364
-79.7612,0.987789,0.268705,3,7,0,79.8457,-0.235477,0.592347
-78.0651,0.970956,0.268705,3,15,0,81.1534,0.210179,0.326129
-78.1921,0.990098,0.268705,2,7,0,78.4461,0.116631,0.282975
-78.5205,0.995101,0.268705,3,7,0,78.6376,0.147618,0.462692
-78.9624,0.989315,0.268705,3,15,0,80.5932,0.302082,0.0532399
-80.0055,0.96699,0.268705,3,7,0,80.914,0.617088,0.150288
-79.6085,0.998645,0.268705,3,7,0,80.4929,0.605104,0.0517419
-78.5912,0.985551,0.268705,3,7,0,81.0614,0.230115,0.129381
-78.4221,0.999345,0.268705,3,13,0,78.7927,0.185866,0.427153
-79.0364,0.989781,0.268705,3,7,0,79.1234,0.189994,0.501012
-80.8194,0.927221,0.268705,3,15,0,83.1558,0.0548039,0.0723345
-80.3138,0.989586,0.268705,2,3,0,81.5168,0.0138735,0.137917
-80.8558,0.987209,0.268705,3,7,0,81.7204,0.0709002,0.05779
-78.3439,0.99922,0.268705,2,7,0,80.9502,0.225589,0.168262
-78.353,0.999428,0.268705,3,11,0,78.7585,0.325251,0.133723
-78.1079,0.996555,0.268705,3,15,0,79.1713,0.10692,0.34841
-78.2595,0.992884,0.268705,3,15,0,79.6557,0.351636,0.174546
-78.2562,0.992803,0.268705,2,7,0,78.5643,0.207497,0.194685
-80.8526,0.988744,0.268705,4,15,0,81.3686,0.716714,-0.11531
-81.2492,0.998856,0.268705,3,7,0,81.4001,0.712677,-0.177851
-82.666,0.962478,0.268705,3,7,0,82.98,0.885326,-0.0581887
-82.9794,0.998643,0.268705,2,3,0,83.0852,0.909655,-0.0773085
-78.965,0.987385,0.268705,3,7,0,83.8651,0.464704,0.0318697
-78.1263,0.997396,0.268705,3,15,0,79.6603,0.192248,0.360826
-78.0986,0.999278,0.268705,2,7,0,78.2577,0.1253,0.367928
-79.0961,0.987767,0.268705,3,11,0,79.7137,0.510708,0.0313327
-81.3331,0.948633,0.268705,4,15,0,81.542,0.76342,0.0503182
-81.2419,0.98543,0.268705,2,3,0,81.9382,0.732619,0.10918
-81.4742,0.996236,0.268705,2,3,0,81.5054,0.745644,0.114829
-81.7347,0.998961,0.268705,3,7,0,81.8253,0.768233,0.10356
-78.4669,0.997175,0.268705,3,7,0,82.1411,0.412407,0.142001
-78.6673,0.989551,0.268705,1,3,0,78.8574,0.459057,0.141385
-78.9751,0.9878,0.268705,3,7,0,79.1943,0.264228,0.0687803
-78.5689,0.999488,0.268705,3,7,0,79.2301,0.26123,0.116849
-78.6008,0.986407,0.268705,2,3,0,78.9073,0.240552,0.122658
-80.0242,0.910089,0.268705,2,7,0,81.2441,0.165455,0.0423061
-78.9241,0.982004,0.268705,2,3,0,80.709,0.142815,0.147616
-78.5684,0.983675,0.268705,3,7,0,80.0749,0.296286,0.102874
-78.3084,0.989725,0.268705,1,3,0,78.8492,0.324239,0.144585
-78.798,0.930657,0.268705,2,7,0,81.5905,0.477744,0.161211
-78.6332,0.998439,0.268705,3,7,0,79.0219,0.442387,0.103634
-79.1517,0.980162,0.268705,3,7,0,79.2328,0.518139,0.178141
-79.1048,0.999668,0.268705,3,7,0,79.3977,0.301763,0.0391063
-81.4671,0.862039,0.268705,2,3,0,82.2421,0.0951727,0.00638486
-80.9585,1,0.268705,2,3,0,81.4683,0.10613,0.0259423
-80.5059,0.991693,0.268705,3,15,0,82.2346,0.207027,0.608161
-81.5488,0.990134,0.268705,3,13,0,82.3178,0.286446,-0.116411
-79.7177,1,0.268705,3,7,0,81.6745,0.567108,0.195657
-78.0908,0.999761,0.268705,3,15,0,80.1948,0.175271,0.260507
-78.2638,0.996069,0.268705,3,15,0,78.83,0.101393,0.431162
-79.7169,0.990913,0.268705,3,11,0,80.3226,-0.213163,0.633838
-82.4591,0.912618,0.268705,3,7,0,83.407,-0.409497,0.483628
-79.4903,1,0.268705,3,7,0,83.0842,-0.175682,0.452926
-79.2536,0.991784,0.268705,4,15,0,80.0059,0.266548,0.47021
-80.1375,0.990987,0.268705,3,15,0,80.1995,-0.175184,0.355373
-80.1157,1,0.268705,1,1,0,80.2309,-0.176917,0.36018
-80.3829,0.984416,0.268705,1,1,0,80.4012,-0.19186,0.35276
-79.6385,0.982267,0.268705,2,3,0,81.1848,-0.182673,0.436208
-79.5886,0.996266,0.268705,2,3,0,79.8654,-0.184451,0.449984
-79.8379,0.999706,0.268705,4,23,0,80.2616,0.472045,-0.0748354
-78.4777,0.988411,0.268705,4,15,0,82.8392,0.403628,0.122082
-79.3796,0.978432,0.268705,3,7,0,79.8722,0.571018,0.102574
-79.5185,0.994158,0.268705,4,23,0,80.317,-0.180451,0.457108
-78.5875,0.999756,0.268705,4,15,0,79.9238,0.437085,0.180939
-79.5229,0.949366,0.268705,2,7,0,81.2229,0.396471,0.384948
-79.8129,0.995149,0.268705,2,3,0,79.8776,0.426044,0.382688
-78.4948,1,0.268705,3,7,0,80.0131,0.290493,0.11572
-79.3071,0.926855,0.268705,2,7,0,81.2717,0.156094,0.102525
-78.4259,1,0.268705,3,7,0,79.5855,0.337926,0.117231
-78.2408,0.995175,0.268705,3,15,0,78.9264,0.156588,0.408595
-78.0731,0.968753,0.268705,3,15,0,79.6716,0.133521,0.319966
-78.3226,0.990478,0.268705,3,7,0,78.3611,0.261903,0.356406
-79.9808,0.965194,0.268705,3,9,0,80.775,-0.259093,0.551806
-79.3476,0.989567,0.268705,2,7,0,80.5829,0.0124296,0.613664
-78.5316,0.999066,0.268705,3,15,0,79.6319,0.0952919,0.485874
-78.6782,0.999555,0.268705,3,7,0,78.8169,-0.0645155,0.473571
-78.9589,0.985309,0.268705,2,7,0,79.3356,-0.00555619,0.57157
-78.4814,0.997282,0.268705,3,11,0,80.0611,0.32669,0.108209
-78.6916,0.975402,0.268705,3,15,0,79.8275,0.317804,0.366082
-78.9516,0.993,0.268705,2,3,0,79,0.349249,0.369775
-78.5793,0.96976,0.268705,3,11,0,81.0308,-0.000311435,0.504895
-79.0951,0.977535,0.268705,4,15,0,79.9301,0.459468,0.00922928
-78.8929,0.999824,0.268705,3,7,0,79.2081,0.47939,0.056466
-79.6373,0.991234,0.268705,3,7,0,79.6849,0.606296,0.0209877
-81.0643,0.976779,0.268705,3,7,0,81.4659,0.542563,-0.181323
-79.4151,0.996912,0.268705,3,7,0,81.3959,0.529764,0.209646
-79.8515,0.999431,0.268705,4,23,0,80.5083,-0.114052,0.689187
-78.0781,0.967101,0.268705,3,15,0,81.3835,0.12767,0.327804
-78.1094,0.996753,0.268705,3,15,0,78.3377,0.293461,0.22455
-78.3724,0.988283,0.268705,3,11,0,79.2007,0.054039,0.30972
-79.4625,0.980018,0.268705,3,7,0,79.5596,0.0955102,0.592288
-79.1168,0.994017,0.268705,3,15,0,80.5947,-0.109002,0.583539
-79.1995,0.992031,0.268705,3,7,0,79.6241,-0.157301,0.530064
-79.1482,0.998954,0.268705,3,7,0,79.4634,-0.0125498,0.597319
-79.6181,0.951832,0.268705,2,7,0,81.2952,0.10784,0.599812
-79.3763,0.99352,0.268705,3,7,0,80.2014,-0.0720385,0.30592
-78.9631,1,0.268705,3,7,0,79.5398,0.115403,0.533718
-78.1185,0.999926,0.268705,3,15,0,79.2735,0.15059,0.272021
-79.8847,0.97675,0.268705,3,11,0,80.2894,-0.131099,0.693259
-78.3291,0.999452,0.268705,3,15,0,80.3195,0.0589778,0.450051
-78.3378,0.994311,0.268705,3,9,0,78.6727,0.154669,0.429237
-78.3168,0.999486,0.268705,3,15,0,78.5543,0.214488,0.179127
