# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = W3_SimpleBernoulli_logodds_model
# start_datetime = 2024-02-26 09:55:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:/Users/KERESZ~1/AppData/Local/Temp/RtmpET6GqC/standata-44ac464012a2.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = C:/Users/Kereszt Alina/Documents/GitHub/st8_ACM_assign2/simmodels/W3_SimpleBernoulli_logodds-202402261055-1-851e48.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/Kereszt Alina/Documents/GitHub/st8_ACM_assign2/simmodels/W3_SimpleBernoulli_logodds-profile-202402261055-1-166edb.csv
#   save_cmdstan_config = 0 (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = --O1 --name=W3_SimpleBernoulli_logodds_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.396718
# Diagonal elements of inverse mass matrix:
# 0.0589427
-61.8978,0.9948,0.396718,3,7,0,62.3365,1.2793
-61.9273,0.998624,0.396718,2,7,0,61.9484,1.25301
-61.8989,0.999484,0.396718,1,3,0,61.9442,1.27795
-62.2004,0.933541,0.396718,2,5,0,64.3986,1.49632
-62.5009,0.995686,0.396718,3,7,0,62.5045,1.56777
-62.5726,0.996999,0.396718,1,1,0,62.5774,1.58213
-62.0904,0.99414,0.396718,2,7,0,62.9998,1.1795
-62.1361,0.997603,0.396718,1,1,0,62.1362,1.16522
-62.5794,0.968868,0.396718,1,3,0,62.8609,1.0667
-63.5306,0.93993,0.396718,1,3,0,63.9668,0.935553
-63.4727,1,0.396718,1,1,0,63.5918,0.942139
-63.6092,0.992025,0.396718,1,1,0,63.6482,0.926813
-64.3716,0.98602,0.396718,3,7,0,64.6103,0.851119
-62.3759,1,0.396718,2,7,0,64.3275,1.10589
-62.3641,1,0.396718,3,7,0,62.3956,1.1084
-62.0377,0.995192,0.396718,2,7,0,62.5972,1.19814
-61.9105,0.994613,0.396718,1,3,0,62.2006,1.26629
-62.2727,0.972735,0.396718,2,7,0,62.8013,1.51574
-61.9275,0.986649,0.396718,2,5,0,62.8633,1.25289
-62.2421,0.968894,0.396718,1,3,0,62.7573,1.13648
-63.444,0.965814,0.396718,2,7,0,63.4717,0.945445
-62.3278,0.968293,0.396718,1,3,0,64.3084,1.11633
-63.8206,0.957408,0.396718,2,7,0,63.8526,0.904294
-61.9346,0.999931,0.396718,2,7,0,63.9629,1.39079
-62.0354,0.987791,0.396718,2,5,0,62.3909,1.19901
-62.2546,0.991196,0.396718,2,3,0,62.2552,1.1334
-61.9061,0.999534,0.396718,2,7,0,62.3085,1.27038
-61.8849,0.998985,0.396718,1,3,0,61.9389,1.30022
-61.9667,0.997665,0.396718,3,7,0,61.9833,1.22938
-61.8837,0.986195,0.396718,2,7,0,62.4613,1.33441
-62.0255,0.995266,0.396718,2,7,0,62.0433,1.20288
-62.3122,0.978901,0.396718,1,3,0,62.5235,1.11983
-62.3017,1,0.396718,1,1,0,62.3291,1.12225
-62.3977,0.994817,0.396718,1,1,0,62.3979,1.10132
-62.0497,0.969774,0.396718,2,7,0,63.5314,1.44724
-64.9653,0.894737,0.396718,2,7,0,66.0462,1.89168
-65.1546,0.993616,0.396718,1,1,0,65.2031,1.91006
-61.8918,1,0.396718,3,7,0,65.0075,1.28726
-62.0534,0.990382,0.396718,3,7,0,62.2873,1.19229
-61.913,0.99398,0.396718,1,3,0,62.2351,1.26418
-61.8897,0.99976,0.396718,2,7,0,61.9297,1.34752
-62.6603,0.967726,0.396718,2,7,0,63.0472,1.59877
-62.5729,1,0.396718,1,1,0,62.6607,1.58218
-62.1656,0.993172,0.396718,1,3,0,62.8355,1.48622
-62.0389,0.995543,0.396718,2,5,0,62.4379,1.19767
-62.2113,0.993286,0.396718,2,3,0,62.2147,1.14432
-62.2752,0.99659,0.396718,1,1,0,62.2759,1.12843
-61.9941,0.995624,0.396718,2,5,0,62.4882,1.42373
-61.9178,0.998103,0.396718,1,3,0,62.0581,1.37841
-62.5252,0.979776,0.396718,2,7,0,62.6524,1.07648
-61.9638,0.999968,0.396718,2,7,0,62.5558,1.2309
-62.001,0.996807,0.396718,2,3,0,62.0472,1.2131
-62.386,0.982508,0.396718,2,5,0,62.6666,1.54299
-63.4776,0.946917,0.396718,2,7,0,64.6305,1.72435
-62.0432,0.985684,0.396718,3,7,0,64.5637,1.44472
-63.7218,0.95639,0.396718,3,7,0,63.9785,1.75557
-62.7961,0.990649,0.396718,1,3,0,64.1727,1.62286
-63.8669,0.948685,0.396718,2,5,0,65.4526,0.89954
-63.7077,1,0.396718,1,1,0,63.9023,0.916149
-62.5583,0.988569,0.396718,2,7,0,64.3072,1.07045
-61.8873,0.988711,0.396718,2,7,0,63.0451,1.34317
-61.9961,0.996852,0.396718,3,7,0,62.0253,1.21524
-61.9792,0.997089,0.396718,3,7,0,62.1562,1.22313
-62.1597,0.995873,0.396718,3,15,0,62.1597,1.48444
-62.1236,0.976844,0.396718,2,5,0,63.2314,1.16898
-62.8743,0.955062,0.396718,2,7,0,63.6262,1.01933
-63.0246,0.991505,0.396718,1,1,0,63.0333,0.998045
-61.9284,0.999312,0.396718,2,7,0,63.1531,1.3865
-61.9773,0.997332,0.396718,1,3,0,61.9986,1.41554
-61.8898,0.996898,0.396718,2,5,0,62.1067,1.29028
-61.9053,0.991255,0.396718,3,7,0,62.2425,1.2712
-62.0914,0.981126,0.396718,1,3,0,62.4184,1.17918
-64.4333,0.906072,0.396718,2,5,0,65.3169,1.83718
-62.7274,0.999586,0.396718,3,7,0,64.5113,1.61091
-61.8892,0.993596,0.396718,2,5,0,63.1198,1.34667
-61.8838,0.999865,0.396718,1,3,0,61.8935,1.33474
-62.9499,0.951309,0.396718,2,5,0,63.6466,1.00843
-62.8907,1,0.396718,1,1,0,62.9783,1.01693
-62.7147,1,0.396718,1,1,0,62.8821,1.04389
-62.2514,1,0.396718,2,3,0,62.6954,1.13417
-62.6683,0.992885,0.396718,3,7,0,62.6771,1.05148
-62.7319,0.99645,0.396718,1,1,0,62.7508,1.04112
-63.9007,0.927694,0.396718,2,7,0,65.6179,1.77726
-63.9649,0.99765,0.396718,1,1,0,64.0202,1.78483
-61.9592,0.985577,0.396718,2,7,0,64.6829,1.4059
-61.8816,0.999982,0.396718,3,7,0,61.9606,1.32519
-61.8822,0.999973,0.396718,2,7,0,61.8826,1.32887
-61.9158,0.996153,0.396718,2,7,0,62.0121,1.37669
-61.9131,1,0.396718,1,1,0,61.9162,1.37444
-63.9265,0.939107,0.396718,2,7,0,64.1143,0.893509
-66.0024,0.848029,0.396718,2,3,0,67.4601,0.723236
-63.3468,1,0.396718,3,7,0,65.8507,0.956897
-63.4652,0.999018,0.396718,3,7,0,63.5028,0.942998
-63.7542,0.983162,0.396718,1,1,0,63.7623,0.911222
-63.7093,1,0.396718,1,1,0,63.8348,0.915982
-63.7463,0.995351,0.396718,3,7,0,64.1991,0.91206
-62.5938,1,0.396718,2,3,0,63.6846,1.06416
-61.8957,0.999794,0.396718,2,7,0,62.6439,1.35628
-62.0465,0.987058,0.396718,3,7,0,62.4592,1.19483
-62.0398,1,0.396718,2,3,0,62.0515,1.19734
-62.0256,1,0.396718,2,3,0,62.0415,1.20284
-62.213,0.988306,0.396718,1,3,0,62.304,1.14389
-62.4468,0.991395,0.396718,2,3,0,62.4694,1.09142
-61.951,0.97985,0.396718,2,7,0,63.2473,1.40117
