# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = W3_MemoryBernoulli_model
# start_datetime = 2024-02-26 12:05:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/KERESZ~1/AppData/Local/Temp/RtmpET6GqC/standata-44ac265bcf4.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = C:/Users/Kereszt Alina/Documents/GitHub/st8_ACM_assign2/simmodels/W3_MemoryBernoulli-202402261305-2-21ec3d.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/Kereszt Alina/Documents/GitHub/st8_ACM_assign2/simmodels/W3_MemoryBernoulli-profile-202402261305-2-18cddb.csv
#   save_cmdstan_config = 0 (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = --O1 --name=W3_MemoryBernoulli_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,bias,beta
# Adaptation terminated
# Step size = 0.178265
# Diagonal elements of inverse mass matrix:
# 0.0391639, 0.0328065
-78.5971,0.995561,0.178265,4,31,0,79.3363,0.420824,0.223283
-78.6453,0.998958,0.178265,3,7,0,78.7799,0.435135,0.21013
-78.6294,0.998876,0.178265,4,15,0,79.116,0.389205,0.0780313
-80.7069,0.993029,0.178265,4,15,0,81.1135,0.724282,-0.0515682
-79.6817,0.988393,0.178265,3,15,0,82.7307,0.538404,0.235994
-79.5259,0.999763,0.178265,3,7,0,79.9855,0.556266,0.182235
-79.693,0.999345,0.178265,3,7,0,79.7413,0.576286,0.174876
-79.211,0.998876,0.178265,4,31,0,81.5064,-0.0786917,0.336182
-78.8277,0.997737,0.178265,3,15,0,80.0301,0.0451057,0.241906
-78.9443,0.999267,0.178265,3,7,0,79.0223,0.022717,0.250129
-78.2768,1,0.178265,3,7,0,79.03,0.109173,0.268346
-78.2514,0.998524,0.178265,4,15,0,78.6909,0.0971017,0.428319
-79.1299,0.987666,0.178265,3,15,0,79.4465,0.199658,0.50431
-78.6116,0.992285,0.178265,3,15,0,80.3455,0.328263,0.3446
-79.8475,0.980869,0.178265,3,7,0,80.3489,0.384306,0.4252
-82.5023,0.974387,0.178265,3,15,0,83.6334,0.357004,0.616265
-78.1957,1,0.178265,3,7,0,83.0946,0.305034,0.279855
-79.2952,0.983453,0.178265,3,7,0,79.3408,0.37133,0.386562
-78.0797,0.989032,0.178265,2,7,0,80.4983,0.241519,0.22862
-78.0716,1,0.178265,4,15,0,78.0892,0.270103,0.257528
-78.1097,0.998921,0.178265,4,23,0,78.3792,0.214598,0.341129
-78.4887,0.99651,0.178265,4,21,0,80.041,0.0880895,0.480953
-79.0793,0.989185,0.178265,3,15,0,79.552,0.250724,0.464867
-81.6187,0.97542,0.178265,3,15,0,83.4389,-0.229984,0.298761
-80.1915,0.999667,0.178265,3,7,0,81.8865,-0.129424,0.291559
-78.6944,0.999638,0.178265,3,7,0,80.612,-0.0525571,0.509483
-78.1042,0.998436,0.178265,4,19,0,79.9145,0.266016,0.213708
-78.0919,0.999519,0.178265,4,15,0,78.1769,0.21566,0.233472
-78.5789,0.982749,0.178265,3,11,0,79.5029,0.287198,0.377409
-82.6005,0.958799,0.178265,3,7,0,83.1008,0.560018,0.443137
-80.9417,0.998816,0.178265,3,15,0,83.656,0.401363,0.490234
-78.4467,1,0.178265,3,7,0,81.1393,0.201479,0.421547
-78.072,0.999802,0.178265,3,15,0,78.8048,0.269162,0.239574
-78.2249,0.996891,0.178265,3,11,0,78.3641,0.174288,0.223103
-78.3979,0.997424,0.178265,3,11,0,78.5275,0.257864,0.373458
-78.3987,0.999712,0.178265,4,23,0,78.6175,0.0424056,0.318856
-78.4882,0.999944,0.178265,4,23,0,78.6825,0.403745,0.22049
-79.4999,0.996225,0.178265,4,23,0,79.7827,-0.184009,0.470729
-80.957,0.972634,0.178265,2,7,0,81.5541,-0.260994,0.393788
-78.7404,0.999923,0.178265,4,23,0,81.1499,0.437513,0.231614
-78.4641,0.999997,0.178265,3,7,0,78.8651,0.389409,0.239389
-78.5391,0.992256,0.178265,4,15,0,79.4452,0.410683,0.106037
-78.2,0.995144,0.178265,4,23,0,79.1532,0.17384,0.229117
-78.3219,0.995705,0.178265,3,15,0,81.1273,0.314525,0.141735
-78.9822,0.988499,0.178265,3,15,0,79.4916,0.419667,0.298854
-78.9007,0.999584,0.178265,4,19,0,79.7699,0.42949,0.035249
-78.0991,0.994416,0.178265,4,23,0,79.6733,0.17513,0.36029
-78.3376,0.996831,0.178265,3,7,0,78.341,0.194977,0.407414
-78.7214,0.997746,0.178265,4,23,0,79.3114,-0.0585988,0.512971
-78.2424,0.995796,0.178265,4,15,0,79.1961,0.0500827,0.40227
-78.0987,0.997347,0.178265,4,31,0,79.545,0.157572,0.273008
-78.2918,0.994421,0.178265,5,31,0,78.9756,0.367864,0.193892
-79.8908,0.976433,0.178265,4,19,0,80.8003,0.323769,0.480291
-78.3812,0.996583,0.178265,3,11,0,80.4187,0.125786,0.231689
-78.9698,0.99524,0.178265,4,19,0,79.7929,0.194365,0.10814
-78.5287,0.997447,0.178265,3,11,0,79.991,0.429375,0.144704
-78.4249,0.99968,0.178265,4,15,0,78.5966,0.35059,0.117277
-78.4871,0.998455,0.178265,1,3,0,78.5379,0.347896,0.104506
-78.1472,0.999037,0.178265,4,23,0,79.4552,0.107386,0.39106
-78.2784,0.99005,0.178265,2,7,0,79.0062,0.127001,0.428388
-78.4298,0.996623,0.178265,3,7,0,78.5515,0.173557,0.435359
-79.617,0.985172,0.178265,4,15,0,80.5327,0.384461,0.405058
-78.4666,0.99984,0.178265,3,11,0,79.6832,0.228057,0.14753
-78.2243,0.995622,0.178265,4,23,0,79.5006,0.0608073,0.406135
-78.5151,0.99912,0.178265,3,15,0,78.5674,0.0103672,0.491579
-78.0955,0.997733,0.178265,4,31,0,80.0419,0.215182,0.3356
-78.0304,0.999846,0.178265,3,7,0,78.1174,0.176944,0.304506
-78.0292,0.999937,0.178265,3,15,0,78.0588,0.198884,0.28072
-78.3095,0.99374,0.178265,4,31,0,78.8047,0.0644956,0.444886
-78.3728,0.999911,0.178265,3,7,0,78.3851,0.0450794,0.460554
-78.4761,0.999424,0.178265,3,7,0,78.5111,-0.0191688,0.422585
-78.817,0.999643,0.178265,4,15,0,78.9562,-0.0264243,0.549813
-81.3314,0.992277,0.178265,3,15,0,82.9897,-0.396883,0.750196
-80.7178,0.995835,0.178265,4,15,0,82.0304,-0.152686,0.774852
-80.4922,0.999632,0.178265,1,3,0,80.7995,-0.154938,0.755399
-79.1198,0.998356,0.178265,4,31,0,81.0251,0.195501,0.0932087
-78.6837,0.989092,0.178265,3,15,0,81.7681,-0.0657728,0.45234
-78.8779,0.996989,0.178265,2,3,0,78.8854,-0.093654,0.434436
-78.7009,0.99342,0.178265,3,15,0,80.0132,0.21266,0.449287
-78.2615,0.998777,0.178265,2,7,0,78.8759,0.170218,0.406578
-78.4141,0.996599,0.178265,3,7,0,78.5511,0.20156,0.416351
-79.4003,0.998332,0.178265,3,15,0,80.0029,-0.184624,0.513347
-78.3526,0.999982,0.178265,4,31,0,79.5119,0.141512,0.43789
-78.6161,0.988032,0.178265,4,31,0,80.1967,0.442187,0.111669
-78.1308,0.996138,0.178265,3,15,0,80.3572,0.253777,0.20484
-79.7159,0.969194,0.178265,3,15,0,80.8048,0.326099,0.464331
-78.7967,0.99934,0.178265,2,5,0,79.8487,0.277678,0.413716
-78.0908,0.999994,0.178265,3,7,0,78.9103,0.263974,0.286898
-78.3124,0.985782,0.178265,2,7,0,79.1688,0.300911,0.317723
-80.2044,0.97461,0.178265,3,11,0,80.55,0.438195,0.403745
-78.5788,0.999518,0.178265,3,15,0,80.5909,0.333013,0.0910045
-78.4914,0.992966,0.178265,3,11,0,79.304,0.379069,0.263203
-78.7069,0.997718,0.178265,4,15,0,78.9525,0.162788,0.15717
-78.5701,0.998534,0.178265,3,15,0,80.5205,-0.0336846,0.4798
-78.175,0.987599,0.178265,4,23,0,80.0809,0.317478,0.192952
-78.7783,0.989018,0.178265,3,15,0,79.2121,0.2097,0.118732
-81.3161,0.967539,0.178265,3,7,0,81.6621,0.0220877,0.0700452
-81.1409,0.99067,0.178265,2,3,0,82.063,0.0575187,0.0518344
-79.7902,0.999848,0.178265,3,15,0,82.0601,0.178005,0.0504094
-78.6729,0.993423,0.178265,4,31,0,82.6631,-0.0610814,0.483885
-79.5016,0.980714,0.178265,2,7,0,80.329,0.0215191,0.626043
-78.4079,0.9998,0.178265,4,31,0,79.8573,0.142534,0.213172
-78.2943,0.999483,0.178265,3,15,0,79.2354,0.313422,0.148468
-79.0664,0.990475,0.178265,3,7,0,79.353,0.316078,0.0371387
-79.2992,0.997104,0.178265,3,7,0,79.4031,0.289811,0.0265628
-79.1175,0.999991,0.178265,2,3,0,79.3186,0.290359,0.0428052
-78.7593,0.999666,0.178265,4,15,0,79.4679,0.474416,0.149641
-79.1774,0.990709,0.178265,4,19,0,80.1142,0.402204,0.343153
-79.0091,0.983715,0.178265,3,11,0,81.2087,0.183813,0.110994
-79.1252,0.997327,0.178265,4,15,0,79.4972,0.250022,0.469939
-81.0118,0.985173,0.178265,3,15,0,81.8982,0.212535,0.636799
-80.3511,1,0.178265,3,7,0,81.0188,0.199903,0.60227
-81.1836,0.995635,0.178265,4,23,0,82.3038,0.288277,-0.0982282
-79.6622,0.996079,0.178265,4,23,0,82.8444,-0.036537,0.658294
-79.2621,0.981633,0.178265,3,15,0,81.944,-0.100298,0.61384
-80.525,0.976344,0.178265,2,7,0,81.904,-0.0755063,0.743267
-80.2861,0.999751,0.178265,2,3,0,80.6463,-0.10711,0.73061
-80.2981,0.99984,0.178265,2,3,0,80.3158,-0.103263,0.730974
-79.7612,0.99998,0.178265,4,15,0,80.9499,-0.221008,0.496955
-78.848,0.991325,0.178265,4,31,0,83.1706,0.491932,0.101219
-79.2182,0.997763,0.178265,3,7,0,79.3294,0.549509,0.05615
-79.3177,0.999374,0.178265,4,15,0,79.46,0.565383,0.0563798
-79.8123,0.999637,0.178265,3,7,0,79.9368,0.596009,-0.0478576
-78.8992,0.999207,0.178265,3,11,0,80.2304,0.500778,0.0955291
-79.5126,0.997392,0.178265,3,7,0,79.573,0.591058,0.0351297
-78.3239,0.999899,0.178265,4,15,0,79.6693,0.374369,0.166206
-79.0255,0.989001,0.178265,3,7,0,79.1645,0.226118,0.0838729
-79.083,0.998634,0.178265,1,1,0,79.0861,0.221972,0.0807991
-81.5426,0.997388,0.178265,4,25,0,82.2924,-0.280607,0.850146
-80.4199,0.991857,0.178265,2,7,0,83.0534,-0.280348,0.716736
-79.9945,0.999403,0.178265,2,7,0,80.681,-0.244637,0.664598
-79.3135,0.984551,0.178265,3,15,0,83.2141,-0.041028,0.276337
-78.4913,0.998902,0.178265,3,7,0,79.5398,0.00315077,0.354275
-78.3197,0.991433,0.178265,4,23,0,79.797,0.374179,0.170012
-78.6208,0.995702,0.178265,4,15,0,78.7426,0.399069,0.264044
-78.3956,0.993621,0.178265,4,15,0,79.9038,0.368321,0.128097
-78.7293,0.993656,0.178265,3,11,0,79.0255,0.463662,0.17221
-78.184,0.999351,0.178265,4,23,0,79.2754,0.0827049,0.33356
-78.7734,0.993226,0.178265,3,7,0,78.8363,-0.019933,0.325244
-79.4231,0.996906,0.178265,4,15,0,79.8462,0.0381908,0.612664
-78.8912,0.999964,0.178265,4,31,0,79.8195,0.212894,0.104812
-78.7553,0.997519,0.178265,3,7,0,79.273,0.166371,0.149085
-78.3587,0.994196,0.178265,3,15,0,79.5558,0.364556,0.247384
-78.3773,0.999906,0.178265,3,15,0,78.546,0.350698,0.128761
-78.4419,0.999115,0.178265,3,7,0,78.4727,0.324127,0.115741
-79.0473,0.993334,0.178265,3,15,0,81.8753,0.465717,0.0178423
-79.2658,0.999792,0.178265,4,15,0,79.4863,0.555943,0.049844
-79.7878,0.994699,0.178265,2,7,0,80.0518,0.626989,0.0453581
-78.6843,0.999942,0.178265,4,15,0,79.8158,0.435438,0.0799336
-78.0894,0.999046,0.178265,3,15,0,79.1565,0.270604,0.276521
-78.0459,0.999931,0.178265,4,23,0,78.2094,0.223437,0.30391
-78.4489,0.997076,0.178265,4,31,0,79.3386,0.0422047,0.479831
-80.0676,0.992598,0.178265,4,19,0,81.5294,0.612212,-0.0791276
-80.74,0.990732,0.178265,5,31,0,84.0061,0.723131,0.029259
-80.1882,0.99991,0.178265,4,15,0,81.6472,0.653951,0.101676
-79.281,0.999882,0.178265,3,7,0,80.2397,0.557009,0.111182
-78.6386,0.999957,0.178265,4,15,0,79.3491,0.386875,0.0761749
-78.1114,1,0.178265,4,23,0,78.6945,0.211103,0.344151
-79.1664,0.98065,0.178265,2,7,0,79.4571,0.280548,0.451278
-79.0839,0.999689,0.178265,2,3,0,79.2445,0.2643,0.455387
-79.2926,0.998556,0.178265,4,23,0,79.8263,-0.102672,0.358459
-79.2695,0.998835,0.178265,4,15,0,80.4311,-0.145758,0.592151
-79.0601,0.988424,0.178265,3,11,0,81.1121,-0.128403,0.463682
-78.6509,0.999274,0.178265,4,15,0,79.28,0.124343,0.491906
-78.8137,0.998279,0.178265,4,31,0,79.5433,0.223388,0.10695
-79.0309,0.990227,0.178265,4,23,0,81.3499,-0.057563,0.583313
-80.6729,0.995976,0.178265,4,15,0,80.8707,-0.328858,0.708427
-81.6995,0.984901,0.178265,4,15,0,82.268,-0.0990626,0.832257
-79.7396,0.995093,0.178265,4,31,0,82.9637,0.0632614,0.137848
-80.082,0.981418,0.178265,4,15,0,82.6414,0.523903,0.300553
-80.1423,0.998652,0.178265,1,1,0,80.164,0.524339,0.305897
-78.5226,0.999231,0.178265,3,7,0,80.3643,0.372553,0.27928
-78.1552,0.994634,0.178265,3,9,0,79.1827,0.254534,0.196781
-78.6174,0.99867,0.178265,4,23,0,78.8979,0.00876313,0.514549
-79.1308,0.994926,0.178265,4,23,0,79.5476,0.346789,0.0198786
-78.671,1,0.178265,3,7,0,79.2308,0.458143,0.11804
-78.3381,0.999018,0.178265,4,23,0,79.1085,0.0420496,0.448615
-78.9928,0.989516,0.178265,3,7,0,79.2033,0.187354,0.498137
-78.0775,0.998828,0.178265,4,23,0,79.5499,0.260946,0.228833
-78.6476,0.992586,0.178265,4,31,0,79.1362,0.167697,0.469765
-79.0127,0.994951,0.178265,3,15,0,79.8286,0.297839,0.421856
-79.5412,0.992677,0.178265,3,7,0,79.8412,0.301451,0.469345
-79.9395,0.996,0.178265,3,7,0,80.152,0.340209,0.470718
-80.3069,0.990357,0.178265,2,3,0,80.6342,0.383895,0.461476
-78.675,0.992874,0.178265,3,7,0,81.3174,0.346357,0.335987
-78.4391,0.998872,0.178265,3,11,0,78.9076,0.153296,0.199841
-78.4167,0.999458,0.178265,4,15,0,78.9142,0.0187817,0.465533
-79.2616,0.994846,0.178265,4,23,0,80.6558,0.511722,-0.0024122
-79.9663,0.990891,0.178265,4,15,0,80.1998,0.641176,0.0761749
-79.0568,0.999914,0.178265,3,7,0,80.1664,0.527674,0.094569
-78.0364,0.99818,0.178265,4,31,0,79.4786,0.216781,0.263739
-78.0932,0.992809,0.178265,4,15,0,78.8079,0.221084,0.330306
-78.2329,0.984903,0.178265,2,7,0,79.4951,0.141851,0.247357
-78.8666,0.990771,0.178265,3,7,0,79.145,0.163782,0.13871
-78.6955,0.99461,0.178265,3,15,0,79.823,0.0520682,0.252677
-78.1663,0.997921,0.178265,3,7,0,79.0622,0.12299,0.399085
-79.1519,0.967652,0.178265,2,7,0,80.5623,0.184912,0.515561
-78.2101,0.999389,0.178265,4,15,0,79.4521,0.166069,0.397104
-78.182,0.999587,0.178265,3,7,0,78.286,0.141463,0.399645
-78.4089,0.994146,0.178265,5,31,0,78.8885,0.157066,0.440561
-79.8252,0.981412,0.178265,3,7,0,80.4031,0.0177031,0.170288
-80.7028,0.983457,0.178265,2,3,0,80.7082,-0.021424,0.143202
-80.7761,0.998202,0.178265,1,1,0,80.8178,-0.0204231,0.137639
-80.2654,0.999833,0.178265,3,7,0,81.0758,-0.0188865,0.170537
-79.1393,0.993541,0.178265,4,23,0,82.4915,-0.133003,0.44639
-78.9274,0.999788,0.178265,4,31,0,80.0639,0.489541,0.179596
-78.0817,0.979492,0.178265,4,15,0,80.8616,0.269223,0.272694
-78.0727,0.99946,0.178265,4,19,0,78.1493,0.18285,0.262222
-78.0581,0.989619,0.178265,4,15,0,79.2062,0.17791,0.273771
-78.7497,0.992706,0.178265,4,23,0,79.5047,0.25592,0.0969378
-78.0782,0.99815,0.178265,4,15,0,79.3035,0.261577,0.282047
-80.1435,0.988196,0.178265,4,31,0,83.313,0.66466,-0.0213491
-78.7364,0.999902,0.178265,4,15,0,80.3496,0.471798,0.11548
-79.0702,0.999306,0.178265,3,7,0,79.124,0.52497,0.0626829
-78.3842,0.996903,0.178265,4,15,0,79.4962,0.370974,0.132885
-78.6712,0.997963,0.178265,4,23,0,79.5936,-0.0361297,0.514805
-78.1011,0.998372,0.178265,3,15,0,79.6218,0.185635,0.355965
-78.7378,0.983389,0.178265,3,11,0,79.4473,0.267008,0.414944
-79.2248,0.998428,0.178265,3,15,0,81.0796,-0.158313,0.552214
-78.8653,0.998871,0.178265,3,7,0,79.4624,-0.0608262,0.55137
-78.8363,0.990632,0.178265,4,31,0,80.7551,-0.0043617,0.294946
-78.0728,0.999964,0.178265,4,15,0,79.098,0.170014,0.272972
-79.9221,0.988188,0.178265,4,15,0,80.4223,-0.253837,0.557505
-78.746,0.99939,0.178265,4,15,0,80.1937,0.147215,0.49306
-81.3137,0.985643,0.178265,4,15,0,81.6412,-0.2965,0.412098
-81.0789,0.989019,0.178265,4,23,0,83.1882,0.448973,0.456728
-79.5646,0.999476,0.178265,3,7,0,81.3769,0.410816,0.374874
-78.6357,0.999741,0.178265,3,7,0,79.7637,0.302323,0.372323
-78.968,0.99628,0.178265,3,13,0,79.8592,0.441451,0.269081
-79.4624,0.995931,0.178265,4,31,0,80.1829,-0.0722466,0.296184
-79.191,1,0.178265,2,3,0,79.476,-0.0598653,0.313955
-80.4619,0.990172,0.178265,4,31,0,81.5428,0.557113,0.296094
-80.6283,0.99653,0.178265,2,3,0,80.8348,0.546474,0.32344
-80.152,0.998826,0.178265,3,7,0,81.0403,0.484153,0.352403
-78.4666,0.996032,0.178265,3,7,0,81.1,0.369257,0.109594
-78.6403,0.999626,0.178265,3,7,0,78.6691,0.41125,0.0798257
-78.2374,0.998129,0.178265,4,23,0,79.0594,0.271043,0.32983
-78.255,0.999789,0.178265,4,23,0,78.5535,0.233592,0.365315
-81.1687,0.985125,0.178265,4,27,0,82.9038,0.510483,-0.182302
-78.8062,0.999892,0.178265,4,15,0,82.2644,0.485251,0.128472
-78.7136,0.999966,0.178265,3,7,0,78.9239,0.448634,0.0813343
-78.4572,0.999328,0.178265,5,31,0,79.3538,0.409609,0.142248
-78.525,0.997262,0.178265,4,31,0,79.7625,-0.031024,0.430575
-78.0984,1,0.178265,4,15,0,78.6415,0.117731,0.363069
-78.481,0.993335,0.178265,4,17,0,79.2571,0.416135,0.140888
-78.3592,0.999914,0.178265,4,15,0,78.5115,0.35012,0.133527
-78.5009,0.961245,0.178265,3,11,0,81.5175,0.419484,0.185364
-78.5199,0.996347,0.178265,4,17,0,79.4099,0.329454,0.328605
-78.2346,0.994872,0.178265,4,15,0,79.4083,0.140632,0.248052
-78.0955,0.986343,0.178265,2,7,0,79.5312,0.230023,0.324028
-80.5445,0.975273,0.178265,3,7,0,80.6436,0.104092,0.0516039
-79.698,0.996074,0.178265,3,7,0,81.4586,0.158564,0.0699137
-80.6996,0.989768,0.178265,3,7,0,81.0495,0.0770285,0.0623462
-78.128,1,0.178265,3,15,0,81.3447,0.120124,0.38378
-78.3942,0.996729,0.178265,3,7,0,78.43,0.116657,0.455216
-78.4018,0.999824,0.178265,4,15,0,78.611,0.00953484,0.45202
-79.59,0.965233,0.178265,4,15,0,82.9094,0.0150732,0.636549
-79.6112,0.999802,0.178265,1,1,0,79.622,0.0134712,0.639054
-78.4807,0.997321,0.178265,3,15,0,81.3978,0.247109,0.395164
-78.2511,0.996902,0.178265,5,31,0,80.6387,0.274111,0.330238
-78.3423,0.997086,0.178265,4,23,0,79.0618,0.0750207,0.453903
-78.2601,0.999823,0.178265,4,15,0,78.4025,0.051721,0.353764
-78.3841,0.999694,0.178265,4,15,0,78.4794,0.0516657,0.46445
-78.1091,0.998618,0.178265,4,23,0,79.5441,0.279269,0.212758
-78.9071,0.993239,0.178265,4,15,0,79.0544,0.32695,0.0500572
-78.6131,0.995695,0.178265,2,7,0,79.3721,0.339816,0.08437
-78.0318,0.994989,0.178265,4,15,0,79.2986,0.220008,0.292673
-78.2826,0.99478,0.178265,2,7,0,78.3816,0.265761,0.344939
-78.0679,0.999944,0.178265,3,11,0,78.3763,0.268431,0.250261
-78.3345,0.997536,0.178265,4,31,0,78.7258,0.044721,0.448346
-78.2135,0.999856,0.178265,4,15,0,78.5448,0.0808157,0.414208
-78.1362,0.9969,0.178265,4,31,0,79.7005,0.216258,0.218437
-79.3719,0.995387,0.178265,4,15,0,79.6712,0.568781,0.0331787
-80.0421,0.995832,0.178265,3,11,0,81.1805,0.624351,-0.0656684
-79.1336,0.986729,0.178265,4,15,0,81.3265,0.349375,0.0187836
-78.9786,0.999724,0.178265,2,3,0,79.1825,0.352512,0.034292
-80.9348,0.997089,0.178265,4,15,0,81.757,0.707997,-0.139168
-80.9587,0.999706,0.178265,3,7,0,81.0989,0.732265,-0.113823
-80.5681,0.999895,0.178265,3,7,0,81.0279,0.705495,-0.0636163
-78.2328,0.999876,0.178265,4,23,0,80.9325,0.276502,0.169628
-78.4756,0.998123,0.178265,3,15,0,79.1726,0.404399,0.123726
-78.5809,0.992852,0.178265,2,7,0,79.1521,0.440974,0.138731
-78.5673,0.978111,0.178265,4,19,0,81.161,-0.0403704,0.43349
-78.448,0.995067,0.178265,4,23,0,79.48,0.356931,0.112475
-78.3353,0.997479,0.178265,4,31,0,78.803,0.299769,0.32392
-78.0288,0.999975,0.178265,3,15,0,78.3703,0.19432,0.284709
-78.1184,0.998686,0.178265,4,15,0,78.2037,0.198164,0.354815
-78.4157,0.995221,0.178265,4,15,0,78.8354,0.154558,0.442936
-78.7439,0.992894,0.178265,4,19,0,80.3006,0.426066,0.250457
-78.4075,0.996905,0.178265,3,7,0,79.0843,0.381517,0.234438
-78.8568,0.997929,0.178265,4,15,0,78.896,0.287651,0.0704921
-80.4123,0.981581,0.178265,4,23,0,81.8856,0.0261563,0.120854
-79.42,0.999837,0.178265,3,7,0,80.613,0.0268862,0.196211
-78.3404,0.999749,0.178265,3,15,0,80.2276,0.0167177,0.407064
-78.736,0.989719,0.178265,2,7,0,79.0574,-0.0425285,0.367467
-78.932,0.997607,0.178265,3,7,0,79.066,-0.0418509,0.328143
-78.8452,0.999955,0.178265,4,15,0,79.307,0.0147519,0.552576
-78.2904,0.999635,0.178265,4,25,0,79.3644,0.0659057,0.439144
-78.1144,0.999494,0.178265,4,23,0,78.5453,0.140183,0.284405
-78.2076,0.998533,0.178265,4,23,0,78.6232,0.171154,0.229323
-78.2623,0.999115,0.178265,2,3,0,78.2689,0.170172,0.218196
-78.2181,0.999866,0.178265,3,15,0,78.4881,0.343149,0.208038
-78.289,0.997815,0.178265,4,15,0,78.5839,0.31351,0.149802
-78.197,0.99948,0.178265,3,15,0,78.6284,0.263074,0.182447
-78.4337,0.994189,0.178265,3,15,0,79.0817,0.398398,0.208875
-79.1184,0.997604,0.178265,3,15,0,79.7703,0.53716,0.0854676
-78.882,0.993153,0.178265,3,11,0,79.8762,0.341382,0.0484698
-79.7287,0.987496,0.178265,3,7,0,79.9172,0.24827,0.0132392
-81.3728,0.968049,0.178265,2,3,0,81.5978,0.215762,-0.0678725
-78.5121,0.998932,0.178265,3,15,0,81.927,0.422618,0.133905
-80.7166,0.981707,0.178265,3,7,0,80.9633,0.486441,-0.146725
-80.2088,1,0.178265,4,15,0,81.2535,0.648683,0.119521
-79.4684,0.997684,0.178265,4,31,0,82.1773,-0.0527528,0.272779
-79.9409,0.995394,0.178265,4,31,0,82.8245,-0.132339,0.699482
-79.2621,1,0.178265,3,7,0,79.965,-0.100708,0.613747
-79.8991,0.998662,0.178265,3,7,0,79.9838,-0.208339,0.677104
-81.5019,0.975851,0.178265,3,7,0,82.0079,-0.0240651,0.792296
-80.9893,0.998416,0.178265,3,7,0,81.8949,-0.0569403,0.771498
-79.0434,1,0.178265,4,15,0,81.3108,-0.0180794,0.584663
-80.1188,0.997233,0.178265,4,15,0,80.4043,-0.123942,0.717361
-79.058,0.998685,0.178265,3,11,0,80.4366,-0.12193,0.444423
-79.5953,0.999713,0.178265,4,15,0,80.0393,-0.196321,0.622698
-78.0315,0.999328,0.178265,4,31,0,79.946,0.175328,0.313249
-78.421,0.990972,0.178265,4,15,0,78.9963,-0.00020752,0.391568
-79.2226,0.995324,0.178265,4,15,0,79.3707,-0.127572,0.41262
-78.6264,0.999952,0.178265,3,7,0,79.259,-0.050186,0.480225
-78.6987,0.999617,0.178265,2,3,0,78.7048,-0.0665572,0.486912
-80.2413,0.993929,0.178265,3,15,0,81.6996,-0.221501,0.722815
-80.7498,0.999635,0.178265,3,7,0,80.8117,-0.298807,0.757467
-78.2437,0.99234,0.178265,4,15,0,81.918,0.0479455,0.394066
-78.3758,0.999462,0.178265,4,23,0,78.7435,0.390089,0.159859
-78.6776,0.997338,0.178265,3,15,0,79.4406,0.43884,0.0841458
-78.611,0.994643,0.178265,3,11,0,79.2294,0.44694,0.155163
-80.0213,0.979449,0.178265,4,15,0,81.552,0.636608,0.107902
-80.6837,0.972688,0.178265,4,31,0,83.8173,0.462855,0.416265
-78.1308,0.998808,0.178265,3,7,0,81.0971,0.21096,0.350492
-78.0523,0.998883,0.178265,3,11,0,78.3171,0.163759,0.339539
-78.1181,0.99674,0.178265,4,15,0,78.4138,0.144784,0.278004
-78.1293,0.999359,0.178265,4,15,0,78.2696,0.158452,0.377717
-78.0549,0.999957,0.178265,4,31,0,78.2221,0.199701,0.327648
-79.2776,0.990612,0.178265,4,15,0,79.6534,-0.10416,0.362993
-79.1874,0.997851,0.178265,2,3,0,79.4392,-0.0906359,0.356861
-78.6182,0.99672,0.178265,4,15,0,79.6989,0.29742,0.374177
-78.6599,0.999943,0.178265,4,15,0,78.6991,0.29342,0.383409
-78.7614,0.997615,0.178265,3,15,0,79.3656,0.386423,0.305359
-78.3668,0.998641,0.178265,4,19,0,79.4591,0.223464,0.393958
-78.0312,1,0.178265,4,15,0,78.3741,0.192836,0.312763
-78.1407,0.999241,0.178265,4,23,0,78.2173,0.259504,0.200048
-78.2695,0.998082,0.178265,3,7,0,78.2865,0.227983,0.18075
-78.0525,0.996338,0.178265,4,17,0,78.7559,0.148898,0.315579
-78.1008,0.99516,0.178265,4,15,0,78.6119,0.26559,0.29029
-78.1797,0.997154,0.178265,4,23,0,78.5083,0.171605,0.386874
-79.0119,0.998005,0.178265,4,15,0,79.3281,-0.126115,0.486839
